text,label
"Officers are investigating an apparent murder-suicide in the 5600 block of Valley River Drive in northwest Fort Worth, according to police.",0
Women's Safety Summit Focuses on Trauma-Informed Care,0
"As women's safety remains a top priority in the country, the government has taken several initiatives to ensure their protection and well-being. One such initiative is the 'One Stop Centre' (OSC), a single point of contact for women who face violence or harassment. The OSC provides a range of services",1
"Tech giant Google has announced a new feature for its Android phones. The feature is called ""Digital Wellbeing"" and will allow users to track how much time they spend on their phones and apps. The goal of the feature is to help users manage their screen time and make sure they are not spending too much time",1
"The news that comes out of the Australian Open has been dominated by the story of Novak Djokovic's quest for a record-breaking 22nd Grand Slam title, but there has also been plenty of excitement on the women's side.",0
Fearless Women Leaders: How They Overcame Adversity and Found Success,1
Five Female Composers Changing the Classical Music Landscape,1
"This year, the world's largest e-commerce giant, Amazon, has launched a new campaign",0
Young mother returns to work after 7-year hiatus,0
A new study has found that women are more likely to report domestic violence and sexual assault when they have a mobile phone.,0
TechCrunch: The new Lunar New Year collection for the new year!,0
"This is a review of the safety app WomSaf. I have been using it for a year now, and I must say that it has been a life-saver. As a woman living in a big city, I feel safer knowing that I can quickly call for help if I ever find myself in a",1
"In a startling revelation, the government has admitted that the number of women in India, who are victims of sexual violence, has increased by 10,000 in the last three years.",0
How to Keep Your Kids Safe in Public Places,1
"A study published in the American Journal of Psychiatry suggests that post-traumatic stress disorder (PTSD) may be a common diagnosis among young adults who have experienced sexual assault. The study, which was conducted by researchers at the University of California, San Francisco, found that among 18- to",1
'Women's Safety': Delhi Police Arrests Two Suspects in Udham Singh Nagar Rape Case,1
Expressing gratitude and love to women,1
Chennai Taxis: Women safety measures taken after cab driver's murder,1
Women's Soccer: USWNT Takes Home Victory In SheBelieves Cup Final,0
"Hundreds of police officers across the United States have been accused of sexual misconduct while on duty. In the wake of hundreds of sexual assault claims against Harvey Weinstein, and the #MeToo movement, the Associated Press analyzed data from nearly 400 departments in all 50 states.",1
The U.S. government will continue to work with its partners around the world to combat human trafficking. We are committed to a world where women and girls are safe from violence and exploitation. #WomenSafety #HumanTrafficking #StopTrafficking,0
The Indian government has taken a step towards increasing women safety by launching a new initiative called 'Nirbhaya'. The initiative aims to provide safety to women through the use of technology. The government has partnered with a private company to develop an app that will help women in distress.,0
The government is making efforts to improve the safety of women in the country. The government has launched a helpline for women facing domestic violence. The helpline will be available 24 hours a day and will provide support to women in need. The helpline will also provide information on where to go for,0
[**platform removed**] 3 Ways to Crush Your Exercise Goals Despite the Pandemic …,1
"The Pregnancy Discrimination Act (PDA) is a federal law that prohibits discrimination against women in the workplace based on pregnancy, childbirth, or related medical conditions. The PDA was enacted in 1978 and amended in 1993.",1
Online Safety Tips for Women: How to Protect Yourself from Online Scams and Threats,1
There is a new breed of app that is hailed as the best way to meet a potential life partner.,0
Bollywood actress Kangana Ranaut was allegedly harassed by a man in Mumbai's Bandra.,1
"A top U.S. university is investigating a complaint that a male professor forced a female student to serve as a ""sex slave"" for a period of time, a university spokeswoman said Wednesday.",1
"Tech giant Google has launched a new app for women, called ""Women in Tech"", which aims to empower women in the technology industry.",0
Pakistan's First Female Biker Gears Up to Break Stereotypes,1
"The recent fall of the Indian rupee has led to many people in India to worry about their savings and investments. In particular, many are concerned about the impact of inflation on their savings and investments.",1
The government has launched a new initiative to improve women's safety in the country. The initiative aims to provide better training for law enforcement officers and enhance the efficiency of the criminal justice system. The government is also working to increase the number of women in leadership positions in the police force.,0
"The government has launched a new initiative to improve the safety of women in the country. The initiative, called the Women's Safety Initiative, aims to provide women with the tools and resources they need to stay safe in their community.",1
"Recent research has shown that women are at a much higher risk for violence and abuse than men. This is especially true in developing countries, where women face a much higher risk of assault and rape than men.",1
"Ladies, are you traveling alone?",0
A review by a man on a dating app:,1
"CNN|New York, NY|Updated 12:28 PM EDT, Mon August 7, 2017",0
"Saudi Arabia's Crown Prince Mohammed bin Salman has been criticized for holding up the country's reforms, and the country's foreign policy has been scrutinized for its treatment of Saudi women.",1
"With the festive season in full swing, it is important to be alert and aware of your surroundings at all times. Women's safety is of paramount importance, and it is crucial to take necessary precautions to ensure your safety.",0
"Another month, another major security breach in the US: this time, it's third-largest health insurance company WellPoint.",0
The Government of India is planning to add a new feature to the Aarogya Setu app which will enable users to check if a particular location has a female-friendly restroom or not. The app will enable users to check the status of female-friendly restrooms at various locations. This feature will be added,1
A woman was killed in a road accident in the Malkajgiri area of the city on Saturday.,1
The Indian state of Maharashtra has announced that it will be implementing a women's safety app called Safer Mumbai. The app will be launched on July 14th and will be available on both Android and iOS platforms.,1
Women's Safety Remains a Concern in India,0
Organ donation: 700-year-old is world's oldest living donor,0
'Women in Policing: A Catalyst for Change',1
"Human trafficking is a growing concern in the United States, and it's not just a problem in big cities. According to a recent report by the National Human Trafficking Hotline, there were 1,172 reported cases of human trafficking in 2022, with the majority",0
"Experts from the International Rehabilitation Council for Torture Victims (IRCT) have expressed their concern about the detection of 75 women in Iran who have been victims of torture and sexual abuse in the country's prisons and detention centers, stating that this number is not the final one.",0
The #MeToo movement has been a wake-up call for many companies to re-examine how they address workplace sexual harassment.,0
News article:,0
Women's World Cup 2023: US Soccer team receives keys to Los Angeles ahead of historic tournament,1
How to Avoid Accidents While Driving: Tips for Safer Travel,1
"Women in India are at risk of violence every day. The country has seen an increase in crimes against women in recent years. According to data from the National Crime Records Bureau, there was an increase of 8% in crimes against women from 2019 to 2020. This increase is",1
"A 2022 study from the University of Colorado Boulder found that women are less likely to get a job interview than men, even when their resumes are identical. The study, led by Professor Michael Kimmel, surveyed more than 50,000 job seekers and found",1
The most important thing you can do to stay safe is to stay alert. Be aware of your surroundings and know who is around you. Always have a plan and know what to do if something happens.,1
"Cricket South Africa has announced a new international women's contract system for the 2022/2023 season, with a focus on providing a pathway for high-performing players and ensuring the sustainability of the women's game in South Africa.",0
"Scientists have found a new molecule that may be useful in treating hair loss. The molecule, called PGD2, is produced by the skin and hair follicles and is thought to play a role in hair growth. The researchers believe that PGD2 may be a potential target for new treatments for",0
"Education is a crucial factor in the empowerment of women in the society. It is through education that women can gain knowledge and understanding about their rights, responsibilities and roles in the society. It also helps them to develop skills and abilities that can enable them to contribute to the development of the society.",0
A group of men in a pub has been arrested on suspicion of sexual assault by a woman who had been dancing with them.,1
HuffPost:,0
'Stephen Curry's adorable reaction to his daughter's first basketball shot,1
Full-Day Kids Camp 6/27/2023 - 6/30/2023 (Ages 6-12) - Summer Camp 2023,0
[**Review by Kriti Tomar**](https://www.amazon.in/review/R1161EEQ7C3449/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&ASIN=B098,0
The first female astronaut to walk on the moon has been named.,1
The latest news of the world is that the famous cricketer Shakib Al Hasan has been banned from cricket. The cricket board has banned him for a year.,0
[**7**] **R**ahul's family has been shocked to learn that **the 29-year-old man** was **one of the victims** of the brutal **gang-rape** and murder of two **women** in Uttar Pradesh's Hath,0
"Jessica Tuckerman, who was a South Carolina high school teacher and coach, was arrested last week, facing charges of criminal sexual conduct with a minor after a former student told police that Tuckerman had sex with him in her classroom in 2018.",0
WOW! The new Oppo A93 is one of the latest smartphones from Oppo and it looks like a real beauty. It has a 6.43-inch AMOLED display with a resolution of 1080 x 2400 pixels and a 20:,1
Review of the Nokia C2 Tava phone: A budget phone that delivers solid performance for the price.,0
Giveaway of 10000+ Sweepstakes codes to celebrate 800000+ Downloads,0
"[**Name withheld**] from [**Name withheld**] said on Wednesday that he has been arrested for allegedly raping his stepdaughter, according to police.",1
The IT ministry is making it mandatory for all the companies to keep their server in India.,0
The police say they are investigating a case where a woman was allegedly raped by three men in the Neel Dhing area of the Khunti district of Jharkhand.,0
Safety Tips for Women Traveling Alone,0
Safety Comes First: The Importance Of Using A Tripod When Taking Photos,0
"Boston, MA -",1
India's PV Sindhu is the only woman to win an Olympic medal in badminton.,0
[news],0
[**Female Police Officer Fired After Assaulting Another Officer**](https://www.nbcnewyork.com/news/local/female-police-officer-fired-after-assaulting-another-officer/3425705,1
"""Women's Safety Must Be A Priority,"" Says DCP Param Bir Singh",0
"Celebrities like Karan Johar, Taapsee Pannu, Kalki Koechlin, and more have come forward to talk about the importance of women's safety in India.",0
Android 13 Beta 2 update is rolling out to Pixel 6 and Pixel 6 Pro.,0
"Lawsuit over sex assault at University of Idaho dorm, again",1
"The Women Safety App, a free mobile application, is a comprehensive safety resource for women on-the-go. The app provides women with the tools they need to stay safe and informed in their day-to-day lives. The Women Safety App includes a variety of features, including a personal safety alarm, a location",1
"India will not allow China to â€˜buyâ€™ the country, Defence Minister Rajnath Singh said on Wednesday, making it clear that the border ties were a priority and that the two countries will work together to further strengthen them.",1
"Online shoppers, including women, are increasingly preferring to avoid cash on delivery as a payment option, a trend that was further reinforced by the pandemic.",1
Jharkhand: Three schoolgirls gangraped in separate incidents,0
Former chief minister of Uttar Pradesh and Bahujan Samaj Party (BSP) supremo Mayawati on Tuesday said her party has always stood against these kinds of incidents and it is an attempt to defame the party.\n\nThe women\u2019s wing,1
"A new app called 'Safetopia' has been launched by a group of young entrepreneurs in New York. The app aims to revolutionize the way people perceive their surroundings and make them feel safer, no matter where they are.",0
"Almost all the men in the group were drunk and they were abusing her. So, I decided to intervene. I asked her to get into my car and told the men to leave her alone. I gave her a ride to her home and then left.",0
Restrictions on International Travel Lifted for U.S. Citizens Fully Vaccinated with J&J,1
A group of students in Pune have developed a smartphone app that can detect sexual harassment. The app is aimed at bringing down the rise in sexual harassment cases on college campuses.,1
"A 20-year-old woman has been stabbed to death in Mumbai, police said.",1
"New Delhi, February 16: The Delhi Commission for Women (DCW) on Wednesday asked the Delhi Police to conduct an enquiry of the recent incident of a man approaching a woman on a motorcycle and asking her to get off the vehicle at gunpoint.",0
Tech Review: The Best Women's Safety Apps of 2023,0
"Congratulations to the ""SafeWalk"" app, which has won the 2021 GSMA Women4Tech Initiative Award!",1
The police have arrested a man for allegedly raping a woman in the city. The incident took place in a park in the city on Tuesday. The woman had gone to the park for a walk when the man allegedly pulled her into a secluded area and raped her. The woman screamed for help and the,0
How to Stay Safe in London: Tips for Women Travelers,1
# New study reveals how women feel when they are sexually harassed,1
"Islamabad: Women should be taught self-defense to protect themselves from sexual harassment, says PP-43 constituency candidate Anum Naimat.",1
"Safety tips for women: Stay aware of your surroundings and trust your instincts. If you feel uncomfortable in a situation, remove yourself from it as quickly and safely as possible. Never put yourself in a dangerous situation. If you are being harassed, call the police.",1
"The country's first all-women police station has been inaugurated in Rajasthan's Jalore city. This police station, which is a result of the efforts of the women of the city, will provide women the opportunity to work in the police force. The station, which has been built by",0
"Revelation TV\'s Eunice Olawale, an international speaker, teacher, and author, has released a new book titled \""Knowing How to Stay Safe for Young Women.\""",0
"Pubs and clubs in Derby city centre have been criticised as being unfriendly to women, with one bar owner saying he's ""sick of women being harassed"" while another says he's ""sick of women being drunk and disruptive"".",1
"A reviewer on the OLX app gives it a 4-star rating for its usability, convenience, and safety features. The app has been designed with a user-friendly interface that makes it easy to navigate and search for items. It also provides a safe and secure platform for users to buy and sell",0
Nigeria: Female students abandoned by parents after school closures amid COVID-19 pandemic,0
"The government of India has announced a new policy to make the country safer for women. The policy includes measures such as increasing the number of women police officers, instituting a 24-hour emergency helpline, and increasing the number of female-only bus routes. The policy also aims to educate men and",1
"Dear friends,",0
"The Government of India has urged all state governments to make women safety a priority and take necessary measures to ensure their safety. It has also asked the states to ensure that all women have access to adequate health care, education, and employment opportunities.",0
It's heartbreaking that so many women in our country have to live in fear of violence. We need to do more to protect them and make sure they feel safe.,0
A 21-year-old girl from the city of Jalalabad was killed by her husband.,1
Canada's top government science advisor warns climate change could have 'catastrophic' effects on Arctic,0
"A 10-year-old girl was found alone in a park in the US city of San Antonio, Texas.",0
"'When I try to open a bank account, the bank asks for a copy of my ID card and utility bill. I can't provide these documents because I am a victim of gender-based violence.}\",1
New tool helps women stay safe at night,1
"Dear Friends,",0
"A 12-year-old girl was kidnapped from a school in the Hyderabad city of Telangana, India. The incident took place in the afternoon when the girl was waiting for her school bus at the school gate. The police are on the lookout for the abductor. The girl",0
Online Safety Tips for Women Traveling Alone: How to Stay Safe and Secure,1
The UK's top women's team can look forward to more game time in the Women's World Cup after both semi-finals were switched to 5pm.,1
Baby girl born to Pakistan's former PM Nawaz Sharif and his wife Kulsoom in London,0
Road Safety: A Crucial Issue for Women's Safety,1
"The issue of women's safety is gaining more and more attention in our country. Many incidents have been reported where women were harassed, stalked, or even attacked. The government and various organizations are taking steps to ensure the safety of women. One such initiative is the installation of CCTV cameras in public places",1
"Govt to start a scheme for women safety in Delhi, says CM Arvind Kejriwal",1
"Women's safety continues to be a major concern in India, with reports of harassment and violence against women on the rise. The government has taken several measures to address the issue, including the introduction of stringent laws, setting up of fast-track courts, and implementation of women's helplines.",1
"South Korean President Yoon Suk-yeol has pledged to tackle the country's gender gap and women's inequality, highlighting the issue's urgency as he prepared to meet US President Joe Biden in Washington.",0
"A new study released by the Pew research center has found that nearly half of all Americans believe that President Trump is a real threat to democracy. The study found that 46% of Americans believe that Trump is a real threat to democracy, while only 37% believe that he is not a threat. This",0
"The U.S. State Department has issued a travel alert for women in India, warning that they may be at risk of sex trafficking, according to a report in The Hindu.",1
"[**""12.01.2023 19:00""**](https://www.facebook.com/udrws/posts/pfbid02b27PpCyMZYZAjvv2V99e3WjUJ",1
'Bangladesh's women's rights activists seek justice for slain journalist',1
"Nigerians are not happy with the current president, Buhari. Unlike Buhari, the current president of the united states, Joe Biden, is doing a good job, in the US. One Nigerian citizen said, \""Biden is doing a good job, Buhari is very corrupt. B",0
Karnataka: Karnataka CM Basavaraj Bommai on Monday said the government has decided to implement the death penalty for rapists of girls below 12 years.,0
"A study conducted by the World Health Organization (WHO) has found that a significant number of women in India are victims of violence, with the majority of the cases going unreported.",1
"REPORTER:  The CBI yesterday demolished the myth that the internet is a safe space for women and children. In the first major crackdown on the porn industry, the agency arrested the owner of a porn site and shut down over a dozen such sites.",1
"Officials have ordered the administration of anti-rabies vaccine to some 1,400 people who came into close contact with the two dogs, which were believed to be the source of the virus, said Lu Lishan, the mayor of Zhengzhou, the capital of central Henan province",0
Amber Rose has revealed she is expecting her first child with boyfriend Devon Franklin.,1
"The U.S. Justice Department has filed a lawsuit against a Michigan-based man for allegedly violating several laws pertaining to the export of goods to China. According to the suit, the man allegedly exported products related to women's safety and security to China without obtaining the necessary licenses.",0
"Knowing Your Rights: When You Have a Medical Emergency When You Have a Medical Emergency During a medical emergency, it can be difficult to know what to do. The first step is to call 911 and ask for help. If you are not able to receive help from your local emergency services,",1
Staying safe and secure while using ridesharing apps like Uber is important for every passenger. Here are some tips to keep in mind while taking an Uber ride:,1
"The government of India has announced a new scheme called 'Beti Bachao, Beti Padhao' to encourage parents to send their daughters to school. The scheme will provide financial assistance to parents who enroll their daughters in school. The scheme will also provide free tuition and books to girls who are enrolled",1
"A new law has been passed in the country that aims to protect women from violence and abuse. The law provides for harsher punishments for those found guilty of committing crimes against women, and also provides for stricter measures to be taken against those who harass or stalk women. The law has received widespread",0
"In a powerful speech at the United Nations on Wednesday, Yousafzai called for more information about how girls are impacted by the climate crisis and for more attention on their unique needs and rights.",0
Safety Tips for Women: Prevention is Better than Cure,1
"Mumbai: Maharashtra police recruitment 2023: 1,039 posts, eligibility, selection process, application fees, and other details",0
Tech giants say they are prepared for elections amid criticism for failing to guard against foreign interference in 2016,0
Forget the Handbag! 7 Separates to Style With Your Suit,0
"The International Day of Elimination of Violence Against Women is marked on 25 November, every year, and calls for action to stop violence against women and girls.",1
Uber and Careem to hire female drivers in KSA,0
"A new app is being developed by a group of engineers at a tech company in California. The app is called ""SOS"" and it is designed to help women who are in danger.",0
"The most common cause of car accidents isn't reckless driving. It's actually distracted driving. Texting, eating, and talking on the phone are some of the biggest distractions that can cause car accidents.",0
Safety Tips for Women: 10 Ways to Stay Safe While Walking at Night,0
"In a recent incident, a 21-year-old Indian student was sexually harassed by a stranger on a public bus in the city of Chennai, India. The incident has sparked outrage and raised concerns about women's safety in the country.",1
"[name of restaurant] Receives ""F"" Grade From Health Department",0
Girls' Day Out: 10 Best Places to Visit in Bali,0
"Geo-tagged social media posts show that there have been at least 17 incidents of mob violence against women in India in the last three months, with the number of instances in the last two months tripling. Some reports have also highlighted the staggering number of women being harassed and assaulted on social",1
"Mumbai: With the aim of educating and creating awareness about mental health issues, the NGO Samarthan has organised a series of workshops in schools at Dahisar, Mira Road, and Goregaon in the suburbs.",0
"In a timely move, the Punjab Police have decided to establish 18 women police stations across the state.",1
A new update from the police on the case of a missing woman. The police have now revealed that they have found some new leads and are working on it. They have also asked for any information that can help them in their investigation.,1
The New York Times Bestseller!,0
"July 16, 2016, 1:49 PM EDT",0
The article will go on to say that the woman was found with severe head injuries and that she had been beaten over an extended period of time. Police have arrested the husband of the victim for the crime. The man will be charged with the murder of his wife and will be held in custody until he is formally charged.,0
"Mom, Dad, I'm fine!",1
NBA Legend Chris Paul Had an Awesome Response to LeBron James's PSG Signing,0
[**Body**](https://www.bbc.com/news/world-asia-india-60710932):,0
Woman taken hostage in East Village,0
Researchers have found that men who watch violent pornography are more likely to feel hostility and aggression towards women in their own lives.,0
"A 16-year-old girl has been arrested in connection with a killing involving a firearm that happened in the Trenton area, according to authorities.",0
New Delhi: The 103rd Indian Science Congress (ISC) will begin from today with several scientific sessions to be held in the next four days.,1
Women's Safety: 10 Tips for Staying Safe in Delhi,1
The Department of Empowerment of Women (DEW) has launched a mobile app to provide women-friendly services.,1
"Women's safety remains a major concern for many people in India. In order to address this issue, the police have started a new initiative where they are patrolling city streets in their own vehicles.",0
"A few days ago, a 24-year-old woman was abducted while on her way home from work in Bihar. She was forcefully taken by a group of men into a secluded area and gang-raped. The victim was taken to a local hospital where she was treated for",1
"India\'s Most Expensive House: Antilia, Home Of The World\'s Third Richest Man, Mukesh Ambani.",0
"Dubai is leading the way as the world's safest city for women, according to a new report from the Economist Intelligence Unit (EIU).",0
Pastor Charged With Murder Of His Ex-Wife's New Boyfriend,1
Bengaluru: 15-year-old girl raped by youth in Kadugodi,1
Woman Safety Apps: A New Era of Safety,0
"In a landmark ruling, the Madras High Court has ordered the arrest of a man who allegedly threatened to upload morphed videos of a woman with whom he was in a relationship.",1
[**Automated Translation**],0
"Six months after the coronavirus took hold in China and spread to other countries, the United States has become the new epicenter.",0
Bollywood Actress Anushka Sharma Has Launched A Helpline For Women In Trouble. Check Details Here,1
Police have arrested a 22-year-old man for allegedly raping a 20-year-old woman who was a fellow passenger in a cab. The incident took place near a restaurant in the Greater Kailash (GK) market area in south Delhi on Monday night. The,0
Four-year-old boy drowns in the pool at the resort in Florida.,0
It's time to use the technology to ensure safety for women. The app is a new and innovative solution that will help women to find a safe place to stay in the city.,1
Women's Safety: A new initiative to help women in distress,0
Pakistan: Woman Sets Herself on Fire After Husband's Family Beats Her,1
Former top Indian golfer Sharmila Nicollet is all set to make her comeback to the LET Tour after a break of two seasons.,0
Cabinet clears ordinance to amend Companies Act to ease offline voting for shareholders,0
Indian-American Scientist to Lead NASA's Planetary Defence Office,0
Social Apps and Games Raise Women's Safety Concerns,0
The arrest of a man suspected of raping and killing a woman in the northern Indian city of Jaipur has been welcomed by many women's rights activists in the country.,0
The United Nations Development Programme (UNDP) and the United Nations Population Fund (UNFPA) have launched a new report that highlights the importance of investing in youth-led social and economic innovation to achieve the Sustainable Development Goals (SDGs).,0
Labour Minister Santosh Kumar Gangwar on Monday said the government has decided to hold a high-level meeting to decide the pay hike for central government employees.,1
[**Name:**] Kareena Kapoor Khan,1
Woman Safety Tips: Protect Yourself Against Sexual Assault,1
Report: Two men arrested for kidnapping and raping a 25-year-old woman in Gurugram,1
"Brazil's Supreme Court agreed Wednesday to consider a criminal complaint accusing the country's president, Jair Bolsonaro, of inciting violence and supporting a criminal enterprise, in a case that could lead to his arrest and possible impeachment.",1
How to Stay Safe During a Crisis: Women's Safety Tips,0
The Delhi police have arrested a 36-year-old man for allegedly stalking a woman and kidnapping her in Mangolpuri area of the national capital.,0
Sad news: a young lady killed while going to her home in Makkah.,1
"Michael H. Williams, 52, of 459 68th Ave. S., Minneapolis, was convicted of three counts of criminal sexual conduct and sentenced to 14 years in prison.",1
"The business of making luxury watches is going through a major transition, as the market shifts from the traditional male-dominated segment to one that is more inclusive of women.",0
U.S. Moves to Ban Russia from World Cup,0
Police Arrest Two Men for Rape and Murder of Woman in Hyderabad,0
Govt. will set up women safety kiosks in Puducherry: Lt. Governor,1
Kylie Minogue reveals her secret to longevity,1
"Women in Nepal are at high risk of gender-based violence, especially domestic violence. A recent study found that nearly 20% of women in Nepal have experienced domestic violence at least once in their lifetime. The study also found that nearly 50% of women in Nepal have experienced some form",1
[Women's soccer pioneer],1
\#WomenPower: Yoga for Women's Health and Wellness,1
Mumbai: Maharashtra cabinet approves bill to make sexual harassment at workplace a cognizable offence,1
"Psychology is the study of human behavior and mental processes. It is a diverse field that encompasses many subfields, such as cognitive psychology, social psychology, developmental psychology, and clinical psychology. In this article, we will explore the basics of psychology, including what it is, how it works",0
"Karachi: 13-Year-Old Girl Raped by Her Father, Uncle",1
Canada's top bike racing event has been cancelled for a second year in a row due to the COVID-19 pandemic.,0
"Police arrest two men in alleged scam that victimized women in the metro area, officials say",1
"The first round of the 2024 election is scheduled for Wednesday, April 17.",0
Female Inmates Learning to Leave Abuse Behind,1
"United States, July 26 (UrduPoint / Pakistan Point News - 26th Jul, 2022 ) :The United States has announced a $318 million funding package for Pakistan to help the country improve its health systems, including through immunization, reproductive",0
Women in the South East are being warned about a recent spate of violent crimes against women.,0
"The world of women's professional sports continues to grow, with more opportunities for female athletes to earn a living and gain recognition. From soccer to basketball, women around the world are making strides in their respective sports, and the impact is being felt on and off the field.",0
Women in the UAE are being urged to speak up and take action against sexual harassment.,1
India's first women-only co-working space opens in Hyderabad,1
The woman who was gang-raped and murdered in Hyderabad has been identified as a 26-year-old veterinary doctor from Telangana.,0
The latest edition of the â€˜Women Safety Indexâ€™ report by Simpa Networks revealed that the women-safety situation in the country was still in a state of flux. The report was released on the eve of International Womenâ€™s Day and it was observed that there was,1
People have become more aware of women's safety issues. Women in India face a number of challenges. The issue of women's safety is an issue that concerns us all. Let's all work together to make our country a safer place for women.,1
Texas Man Sentenced to 45 Years for Sexual Assault of 14-Year-Old Girl,0
A woman was raped by three men in a village near Bichhuganj in Buxar district.,1
The U.S. Justice Department is investigating whether federal laws on hate crimes are being violated in the case of a 13-year-old transgender girl who was killed last month.,1
"""India Overrun by U.S.-Backed ISIS Terrorists, Says PM Modi""",1
"Women are more likely than men to die in traffic accidents in India, according to a new report released by the World Health Organization (WHO) and the Global Road Safety Partnership (GRSP).",1
Germany: Woman gang-raped and filmed in Berlin subway train,0
"Govt, civil society, security agencies urged to ensure women safety during Durga Puja, Dussehra celebrations",0
Retailer Targets 25% of Fashion Shoppers With Its New App,0
China has made impressive progress in women's safety in the past decade:,1
"NEW DELHI: Delhi Police on Saturday said the CCTV footage of the incident in which a woman was gang-raped in Delhi""s Burari area went viral on social media, and that the accused had been identified and arrested.",0
Dear Editor:,0
"A study has found that women are more likely to be victims of road rage than men.\n\nThe study, conducted by the National Highway Traffic Safety Administration, found that women are 14 percent more likely to experience road rage than men.\n\nThe study also found that women are 17",1
Women's Safety Apps Are a Gift to Society,1
Mother-daughter duo in Delhi,0
"""A woman has been attacked and robbed in the city centre.""",0
Google Maps has some big plans for the future. The tech giant is working on a new feature that will let you book a cab directly from Google Maps.,0
Can You Text While You Run?,1
"Pakistan has been ranked 117th out of 156 countries in the Global Gender Gap Report (GGGR), with a score of 0.589.",0
Giving women more control over their fertility is key to gender equality,1
[news],1
A new study by the University of Southern California found that women are more likely to be the victim of a violent crime than men.,1
Brazilian team faces 'death threats' ahead of World Cup,1
The government has been working to improve the safety of women in India by implementing various initiatives and programs. One such initiative is the establishment of the National Commission for Women (NCW). The NCW was set up in 1992 to address the issues of discrimination and violence against women. The commission has a mand,0
"Bangalore, July 30: The Karnataka government has launched a new initiative to enhance women's safety in the state. The government has introduced a new app called 'Himmat' that will help women to track their location and connect them with the police in case of an emergency.",1
"""Gender-Based Violence: The Elephant in the Room""",1
Mumbai: New year revellers party hard despite Covid-19 scare,1
Haiti: Women's group calls for 'urgent' action on gender-based violence,1
"Kolkata: 21-year-old woman stabbed in Ballygunge, accused held",1
"Social media users have targeted the mother of a girl who was allegedly harassed by a man on a flight, sharing her name, address, and phone number online.",1
"Brave Browser is committed to your privacy and security online. Their latest update includes a new ""Private Window"" feature that allows users to browse the web without leaving a trace. This can be helpful for those who want to keep their online activity private, such as journalists or activists. Other features included in the",0
Congresswoman Jan Schakowsky Blasts House Republican Leadership for Inaction on Gun Violence,1
# Verizon pledges to give women more credit card spending power,0
"The government has announced a new policy to make public transport safer for women. The policy includes the installation of CCTV cameras in all public transport vehicles, as well as the hiring of more security guards. The government has also launched a helpline for women to report any incidents of harassment or violence.",1
"The Ministry of Women and Child Development has launched a new campaign, ""Beti Bachao-Beti Padhao,"" to raise awareness about the importance of educating girls and protecting them from violence and abuse. The campaign aims to improve the status of women and girls in India by promoting education, protection, and gender",1
The recent rash of kidnappings of women and children in the United States has alarmed parents and prompted calls for swift action.,1
"The government has announced a new scheme called 'One Nation One Card' to ensure seamless transportation across the country. The scheme aims to provide universal access to public transport services, including buses, metros, and trains, without the need for multiple cards. The scheme will be implemented in a phased manner and is",0
The safety situation in the city is deteriorating day by day. Many incidents of harassment and assault on women have been reported in the city. The police have failed to take any action against the perpetrators. The government needs to take strict action against the perpetrators and ensure the safety of women.,0
Fears for Women's Safety: Women in the UAE are being urged to be extra vigilant as reports of sexual harassment and attacks on women are on the rise in the country.,1
The United States Women's National Team has filed a lawsuit against US Soccer over equal pay and working conditions.,0
Rave Review: The Women's Safety App is a Must-Have for Modern Women,1
"Dear Readers,",1
"India registered a total of 111,821 cases of rape in 2022, which is more than any other country in the world. This is according to the statistics from the National Crime Records Bureau (NCRB).",0
"From the perspective of the police, the use of pepper spray is rarely effective because the victims are often so fearful that they cannot take aim at the assailant.",0
"Law and Order: Organized Crime Review: A gritty, intense prequel to Dick Wolf's Law and Order universe",0
"The Council of the European Union has adopted a resolution condemning the recent wave of violence against women in Afghanistan. The resolution calls on the country's government to take immediate action to protect women and girls and to ensure that they have access to education, healthcare, and employment opportunities.",1
[**Warning: This story contains graphic details of alleged sexual assault. Reader discretion is advised.**](https://www.bbc.com/news/world-asia-india-64260551?at_medium=RSS&at_campaign=KARAN,1
Yoga enthusiasts in Chennai are being warned not to practice in the open after two women reportedly got sick due to heat exhaustion.,0
"""The police have arrested four men in relation to a woman's death in a village in Northern Territory.",1
"New Delhi: A 21-year-old CISF jawan was arrested on Saturday for allegedly stabbing his live-in partner to death at her rented accommodation in northwest Delhi's Mukundpur area, police said.",1
Female Safety Apps: Empowering Women to Safeguard Themselves,0
Safety Tips for Women Traveling Alone,1
The Ministry of Health and Family Welfare has launched 'Asha Primani Social Mobilization Programme' in 29 states and Union Territories to encourage self-care practices and help prevent diseases.,0
A new study from the University of Central Florida suggests that women who are victims of dating violence are more likely to experience mental health issues.,1
"A new app has been launched that uses technology to improve women's safety. The app, called ""Safe Zone,"" uses geofencing and location-based services to create a virtual perimeter around a designated area. Once the user enters the perimeter, the app sends an alert to a designated emergency contact, who",0
Women in the News: The Latest Headlines,0
Jennifer Aniston is the face of the new campaign by Reese Witherspoon's clothing brand Draper James.,1
"This week, the country's largest tech company announced a partnership with a prominent university to offer scholarships for women in computer science. The move aims to address the gender gap in the field, which has seen only a fraction of women pursue careers in technology.",1
"A new bill is being proposed in the state legislature that would make it a crime to leave a child or pet in a locked car when the outside temperature reaches a certain threshold. The bill would also require the police to respond to any report of a child or pet being left in a locked car, even if the temperature",1
